CXSMILES,HLM,KSOL,LogD,MDR1-MDCKII,MLM,Molecule Name,Set,SMILES_CLEAN,OPENADMET_CANONICAL_SMILES,LOG_CLint_HLM,LOG_CLint_MLM,LOG_MDR1,LOG_KSOL
O=C(NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2,,279.0,0.9,1.8,243.0,ASAP-0027808,Train,O=C(NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,,2.385606273598312,0.25527250510330607,2.4456042032735974
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC2=CC=C(F)C(F)=C2)C1 |&1:16|,,355.0,,16.4,,ASAP-0029364,Train,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC2=CC=C(F)C(F)=C2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](Oc2ccc(F)c(F)c2)C1,,,1.2148438480476977,2.550228353055094
CNC(=O)[C@@H](C)N1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,48.0,374.0,2.1,8.52,127.0,ASAP-0012333,Train,CNC(=O)[C@@H](C)N1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,CNC(=O)[C@@H](C)N1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,1.6812412373755872,2.103803720955957,0.9304395947667001,2.5728716022004803
CC1=CC=NC=C1CCCOC1=CC=C(C2=NOC(C(F)(F)F)=N2)C=C1C,13.1,3.0,,0.0927,16.2,ASAP-0017306,Train,CC1=CC=NC=C1CCCOC1=CC=C(C2=NOC(C(F)(F)F)=N2)C=C1C,Cc1ccncc1CCCOc1ccc(-c2noc(C(F)(F)F)n2)cc1C,1.1172712956557642,1.209515014542631,-1.032920265855503,0.47712125471966244
O=C(/C=C/C1=CC=CC=C1)C(=O)N1CCN(CCC2=CC=CC=C2)CC1,167.0,239.0,3.3,3.0,181.0,ASAP-0012944,Train,O=C(/C=C/C1=CC=CC=C1)C(=O)N1CCN(CCC2=CC=CC=C2)CC1,O=C(/C=C/c1ccccc1)C(=O)N1CCN(CCc2ccccc2)CC1,2.2227164711475833,2.2576785748691846,0.47712125471966244,2.3783979009481375
CCOC1=NOC2=CC(OCCCC3=CC(C(=O)N(C)C)=NO3)=CC=C12,31.2,18.0,3.5,14.8,140.0,ASAP-0021658,Train,CCOC1=NOC2=CC(OCCCC3=CC(C(=O)N(C)C)=NO3)=CC=C12,CCOc1noc2cc(OCCCc3cc(C(=O)N(C)C)no3)ccc12,1.4941545940184429,2.146128035678238,1.1702617153949575,1.255272505103306
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC=CN1,,68.0,,1.89,25.8,ASAP-0017443,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC=CN1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1ncc[nH]1,,1.4116197059632303,0.2764618041732441,1.8325089127062364
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N2CC[C@H](O)C2)=NO1 |a:28|,,13.0,4.4,2.47,12.3,ASAP-0017305,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC(C(=O)N2CC[C@H](O)C2)=NO1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cc(C(=O)N2CC[C@H](O)C2)no1,,1.089905111439398,0.39269695325966575,1.1139433523068367
O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN(CC2=CC=CC=C2)C1 |&1:12|,7.0,,1.9,13.5,26.0,ASAP-0014731,Train,O=C(NC1=CC=CC(B(O)O)=C1)[C@H]1CCN(CC2=CC=CC=C2)C1,O=C(Nc1cccc(B(O)O)c1)[C@H]1CCN(Cc2ccccc2)C1,0.8450980400142568,1.414973347970818,1.130333768495006,
CN1CCN(C)[C@H](CNC(=O)C2=CC=C3COB(O)C3=C2)C1 |&1:6|,14.0,,-0.5,1.0,16.0,ASAP-0014818,Train,CN1CCN(C)[C@H](CNC(=O)C2=CC=C3COB(O)C3=C2)C1,CN1CCN(C)[C@H](CNC(=O)c2ccc3c(c2)B(O)OC3)C1,1.146128035678238,1.2041199826559248,0.0,
CO[C@@H](C)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,87.0,,2.0,27.7,371.0,ASAP-0012339,Train,CO[C@@H](C)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,CO[C@@H](C)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,1.9395192526186185,2.569373909615046,1.4424797690644486,
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC#N)C(=O)C1=CC=C(F)C=C12 |a:1,16|",85.0,375.0,1.7,8.26,84.0,ASAP-0013719,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC#N)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC#N)C(=O)c1ccc(F)cc12,1.9294189257142926,1.9242792860618816,0.9169800473203822,2.574031267727719
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1COCCC1=CC(C(=O)N(C)C)=NO1,36.5,68.0,3.5,15.2,78.9,ASAP-0020875,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1COCCC1=CC(C(=O)N(C)C)=NO1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1COCCc1cc(C(=O)N(C)C)no1,1.5622928644564746,1.8970770032094204,1.1818435879447726,1.8325089127062364
CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)=C12 |&1:13|,79.0,319.0,3.6,16.2,88.0,ASAP-0008406,Train,CNC(=O)C1=CNC2=NC=NC(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)=C12,CNC(=O)c1c[nH]c2ncnc(N[C@H](c3ccc4c(c3)OCCO4)C(C)C)c12,1.8976270912904414,1.9444826721501687,1.209515014542631,2.503790683057181
CNC(=O)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,71.3,49.0,,6.11,45.6,ASAP-0015925,Train,CNC(=O)C1=CC(Cl)=C(F)C=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,CNC(=O)c1cc(Cl)c(F)cc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,1.8530895298518655,1.658964842664435,0.7860412102425542,1.6901960800285136
CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=N4)C(C)(C)C)N=CN=C3N2)=C1C#N |o1:10|,283.0,24.0,3.3,14.0,226.0,ASAP-0011221,Train,CN1N=CC(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=N4)C(C)(C)C)N=CN=C3N2)=C1C#N,Cn1ncc(-c2cc3c(N[C@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,2.45178643552429,2.3541084391474008,1.146128035678238,1.380211241711606
CN(C)C(=O)C1=NOC(CCCOC2=CC=C(C3=NOC(C4CC4)=N3)C=C2)=C1,29.8,16.0,3.6,23.9,54.7,ASAP-0020873,Train,CN(C)C(=O)C1=NOC(CCCOC2=CC=C(C3=NOC(C4CC4)=N3)C=C2)=C1,CN(C)C(=O)c1cc(CCCOc2ccc(-c3noc(C4CC4)n3)cc2)on1,1.4742162640762553,1.737987326333431,1.3783979009481377,1.2041199826559248
CN1C(SC2=CC(C3=CC=CC=C3)=NC3=NC=NN23)=NN=C1C1=CC=NC=C1,174.0,21.0,1.4,0.0237,130.0,ASAP-0022872,Train,CN1C(SC2=CC(C3=CC=CC=C3)=NC3=NC=NN23)=NN=C1C1=CC=NC=C1,Cn1c(Sc2cc(-c3ccccc3)nc3ncnn23)nnc1-c1ccncc1,2.2405492482826,2.113943352306837,-1.6252516539898962,1.3222192947339193
CCN1N=CC=C1CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,256.0,378.0,2.3,16.5,441.0,ASAP-0013398,Train,CCN1N=CC=C1CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,CCn1nccc1CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,2.4082399653118496,2.6444385894678386,1.2174839442139063,2.5774917998372255
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=NN=C3C=CC=CN23)C1 |&1:17|,,393.0,,1.42,,ASAP-0029339,Train,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=NN=C3C=CC=CN23)C1,O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2nnc3ccccn23)C1,,,0.15228834438305647,2.5943925503754266
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)NC)C2=CC(F)=CC=C2C1=O,33.0,,0.7,0.9,29.0,ASAP-0013303,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)NC)C2=CC(F)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)NC)c2cc(F)ccc2C1=O,1.5185139398778875,1.462397997898956,-0.045757490560675115,
CC1=NN=C(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)O1,16.6,78.0,4.4,8.89,74.6,ASAP-0017292,Train,CC1=NN=C(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)O1,Cc1nnc(CCCOc2ccc(-c3noc(C(F)(F)F)n3)cc2C)o1,1.2201080880400552,1.8727388274726688,0.9489017609702137,1.8920946026904804
CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1 |o1:13|,237.0,294.0,2.3,0.916,44.0,ASAP-0011184,Train,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)C=N1,CNC(=O)Cn1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cn1,2.374748346010104,1.6434526764861874,-0.0381045263321496,2.4683473304121573
CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:2|,,380.0,,25.4,,ASAP-0029313,Train,CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,CO[C@]1(C(F)(F)F)CCN(C(=O)Cc2cncc3ccccc23)C1,,,1.404833716619938,2.57978359661681
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,116.0,341.0,1.9,0.32,61.0,ASAP-0008679,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.0644579892269186,1.7853298350107671,-0.494850021680094,2.5327543789924976
"O=C1C[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]2N1 |&1:3,21|",,377.0,,0.844,,ASAP-0029335,Train,O=C1C[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]2N1,O=C1C[C@H]2CCN(C(=O)Cc3cncc4ccccc34)C[C@H]2N1,,,-0.07365755337434496,2.576341350205793
CNC(=O)[C@H](NC1=CC=C(C2=NN=NN2)C=C1)C1=CC(Cl)=CC(C2CC2)=C1 |&1:4|,,,1.1,1.6,,ASAP-0027959,Train,CNC(=O)[C@H](NC1=CC=C(C2=NN=NN2)C=C1)C1=CC(Cl)=CC(C2CC2)=C1,CNC(=O)[C@H](Nc1ccc(-c2nnn[nH]2)cc1)c1cc(Cl)cc(C2CC2)c1,,,0.2041199826559248,
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC(C2=CC=CN=C2)=NO1,16.6,6.0,,0.434,33.0,ASAP-0017438,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=NC(C2=CC=CN=C2)=NO1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1nc(-c2cccnc2)no1,1.2201080880400552,1.5185139398778875,-0.3625102704874893,0.7781512503836436
CC1=NOC(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)=N1,,4.0,,2.84,112.0,ASAP-0017291,Train,CC1=NOC(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)=N1,Cc1noc(CCCOc2ccc(-c3noc(C(F)(F)F)n3)cc2C)n1,,2.0492180226701815,0.45331834004703764,0.6020599913279624
CN1N=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1 |o1:8|,29.0,,1.9,8.2,97.0,ASAP-0013311,Train,CN1N=NC(CN2C[C@]3(CCN(C4=CN=CC5=CC=CC=C45)C3=O)C3=CC(Cl)=CC=C3C2=O)=N1,Cn1nnc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,1.462397997898956,1.9867717342662448,0.9138138523837167,
CC(C)[C@H](NC1=NC=NC(N)=C1Cl)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,79.0,,2.4,10.1,204.0,ASAP-0010739,Train,CC(C)[C@H](NC1=NC=NC(N)=C1Cl)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc(N)c1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,1.8976270912904414,2.3096301674258988,1.0043213737826426,
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN1)C(=O)C1=CC=C(F)C=C12,44.0,397.0,2.0,4.26,163.0,ASAP-0013273,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NN1)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccn[nH]1)C(=O)c1ccc(F)cc12,1.6434526764861874,2.2121876044039577,0.6294095991027189,2.598790506763115
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2N=CN=N2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",44.0,387.0,1.1,0.29,46.0,ASAP-0013718,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2N=CN=N2)C2=CC(Cl)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cn2ncnn2)c2cc(Cl)ccc2C1=O,1.6434526764861874,1.662757831681574,-0.5376020021010439,2.5877109650189114
O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC=CN=C12,,285.0,0.9,2.8,,ASAP-0015907,Train,O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC=CN=C12,O=C(NCc1ccccn1)Nc1c[nH]c(=O)c2cccnc12,,,0.4471580313422192,2.45484486000851
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CCC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,99.0,236.0,3.0,1.46,62.0,ASAP-0008482,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CCC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CCC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,1.99563519459755,1.792391689498254,0.1643528557844371,2.3729120029701067
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:3|,47.0,280.0,2.9,1.09,16.0,ASAP-0008449,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,1.6720978579357175,1.2041199826559248,0.037426497940623665,2.4471580313422194
CC1=CC(OCC2=CC=CC=C2)=CC=C1NS(=O)(=O)C1=CC=C(Cl)C=C1C(=O)O,22.3,394.0,2.7,4.61,,ASAP-0017520,Train,CC1=CC(OCC2=CC=CC=C2)=CC=C1NS(=O)(=O)C1=CC=C(Cl)C=C1C(=O)O,Cc1cc(OCc2ccccc2)ccc1NS(=O)(=O)c1ccc(Cl)cc1C(=O)O,1.3483048630481607,,0.6637009253896482,2.595496221825574
CC1=NC=CN1C[C@H]1CCC2=C(C1=O)C1=CC=CC=C1N2C |&1:7|,,127.0,,,,ASAP-0000639,Train,CC1=NC=CN1C[C@H]1CCC2=C(C1=O)C1=CC=CC=C1N2C,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,,,,2.103803720955957
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1 |&1:3|,70.0,29.0,3.7,9.83,145.0,ASAP-0008644,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)NC(=O)CO2,1.845098040014257,2.161368002234975,0.9925535178321356,1.462397997898956
ClC1=CC=CC(C2=NN=C(SC3=CC(C4=CC=CC=C4)=NC4=NC=NN34)O2)=C1,,,4.1,1.85,,ASAP-0027858,Train,ClC1=CC=CC(C2=NN=C(SC3=CC(C4=CC=CC=C4)=NC4=NC=NN34)O2)=C1,Clc1cccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)o2)c1,,,0.26717172840301384,
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2C=CC=N2)C2=CC(Cl)=CC=C2C1=O,51.0,,1.9,0.612,83.0,ASAP-0013405,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CN2C=CC=N2)C2=CC(Cl)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cn2cccn2)c2cc(Cl)ccc2C1=O,1.7075701760979363,1.919078092376074,-0.21324857785443882,
CC1=CC=CC=C1C1=NN=C(SC2=CC(C3=CC=CC=C3)=NC3=NC=NN23)O1,,7.0,3.7,0.0109,,ASAP-0027847,Train,CC1=CC=CC=C1C1=NN=C(SC2=CC(C3=CC=CC=C3)=NC3=NC=NN23)O1,Cc1ccccc1-c1nnc(Sc2cc(-c3ccccc3)nc3ncnn23)o1,,,-1.9625735020593764,0.8450980400142568
"C[C@H]1CN(C[C@H](O)CNC(=O)C2=CC=C3COB(O)C3=C2)CCO1 |&1:1,&2:5|",8.0,,0.0,0.8,14.0,ASAP-0014822,Train,C[C@H]1CN(C[C@H](O)CNC(=O)C2=CC=C3COB(O)C3=C2)CCO1,C[C@H]1CN(C[C@H](O)CNC(=O)c2ccc3c(c2)B(O)OC3)CCO1,0.9030899869919435,1.146128035678238,-0.09691001300805639,
COC1=CC=C([C@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:6|,7.0,,-0.38,1.7,2.0,ASAP-0000591,Train,COC1=CC=C([C@H](CC(=O)O)NC(=O)C2=NC=NC3=C2C=CN3)C=C1,COc1ccc([C@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,0.8450980400142568,0.3010299956639812,0.2304489213782739,
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,169.0,111.0,2.9,1.18,255.0,ASAP-0012327,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.2278867046136734,2.406540180433955,0.07188200730612536,2.0453229787866576
CC1=NC(C2=CC=C(OCCCCCN3CCN(C4=CC=NC(N)=C4)C3=O)C=C2)=NO1,32.8,10.0,2.5,1.89,29.5,ASAP-0017296,Train,CC1=NC(C2=CC=C(OCCCCCN3CCN(C4=CC=NC(N)=C4)C3=O)C=C2)=NO1,Cc1nc(-c2ccc(OCCCCCN3CCN(c4ccnc(N)c4)C3=O)cc2)no1,1.515873843711679,1.469822015978163,0.2764618041732441,1.0
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1C)C(=O)C1=CC=C(F)C=C12 |a:1,16|",195.0,377.0,2.0,6.7,351.0,ASAP-0013720,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1C)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nccn1C)C(=O)c1ccc(F)cc12,2.290034611362518,2.545307116465824,0.8260748027008264,2.576341350205793
CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1 |&1:10|,64.0,328.0,2.9,0.471,26.0,ASAP-0012317,Train,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCS(=O)(=O)C4=C3)C(C)C)N=CN=C2N1,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,1.806179973983887,1.414973347970818,-0.3269790928711038,2.515873843711679
CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |o1:4|,153.0,89.0,3.0,0.364,44.0,ASAP-0012330,Train,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,2.184691430817599,1.6434526764861874,-0.438898616350944,1.9493900066449128
CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:4|,133.0,195.0,3.2,1.66,47.0,ASAP-0008581,Train,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,2.123851640967086,1.6720978579357175,0.22010808804005508,2.290034611362518
ClC1=CC=C2NC=C(CC3=CC=C(C4=NNN=N4)C=C3)C2=C1,,,2.1,8.4,,ASAP-0027972,Train,ClC1=CC=C2NC=C(CC3=CC=C(C4=NNN=N4)C=C3)C2=C1,Clc1ccc2[nH]cc(Cc3ccc(-c4nn[nH]n4)cc3)c2c1,,,0.9242792860618817,
CC1CCC2(CC1)CCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,346.0,385.0,3.8,18.2,226.0,ASAP-0011408,Train,CC1CCC2(CC1)CCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,CC1CCC2(CC1)CCN(C(=O)Cc1cncc3ccccc13)C2,2.5390760987927767,2.3541084391474008,1.2600713879850747,2.5854607295085006
CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |o1:3|,64.0,374.0,3.0,31.5,1680.0,ASAP-0008279,Train,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,1.806179973983887,3.225309281725863,1.4983105537896004,2.5728716022004803
CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1 |o1:10|,67.0,263.0,3.6,2.7,48.0,ASAP-0013824,Train,CCNC(=O)C1=CC2=C(N[C@H](C3=CC=C4OCCOC4=C3)C(C)C)N=CN=C2N1,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,1.8260748027008264,1.6812412373755872,0.43136376415898736,2.419955748489758
CC1=NOC(CCCOC2=C(C)C=C(C3=NOC(C(F)(F)F)=N3)C=C2C)=C1,11.6,18.0,4.2,1.42,21.5,ASAP-0016304,Train,CC1=NOC(CCCOC2=C(C)C=C(C3=NOC(C(F)(F)F)=N3)C=C2C)=C1,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,1.0644579892269184,1.3324384599156054,0.15228834438305647,1.255272505103306
O=C(NC1=CC2=C(C=C1Br)CNC2)C1=CC(F)=CC2=C1C=NN2,11.4,47.0,1.1,7.65,299.0,ASAP-0030085,Train,O=C(NC1=CC2=C(C=C1Br)CNC2)C1=CC(F)=CC2=C1C=NN2,O=C(Nc1cc2c(cc1Br)CNC2)c1cc(F)cc2[nH]ncc12,1.0569048513364727,2.4756711883244296,0.8836614351536176,1.6720978579357175
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1 |o1:3|,51.0,28.0,3.7,9.64,189.0,ASAP-0011180,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=N1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)NC(=O)CO2,1.7075701760979363,2.2764618041732443,0.9840770339028309,1.4471580313422192
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC#N)C2=CC(Cl)=CC=C2C1=O,37.0,349.0,1.1,0.317,46.0,ASAP-0011430,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC#N)C2=CC(Cl)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CC#N)c2cc(Cl)ccc2C1=O,1.568201724066995,1.662757831681574,-0.4989407377822485,2.5428254269591797
